Role,Business Area,Question,Reply,Industry,EmployeeCode
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Healthcare,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Logistics,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Manufacturing,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Pharmaceuticals,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Real estate/ Facility Management,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Retail and E-comm,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - Downtime reduction,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Healthcare,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Logistics,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Manufacturing,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Pharmaceuticals,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Real estate/ Facility Management,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Retail and E-comm,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence - OEE Improvement,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Healthcare,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Logistics,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Manufacturing,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Pharmaceuticals,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Real estate/ Facility Management,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Retail and E-comm,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Manufacturing Excellence -Production Planning,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Healthcare,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Logistics,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Manufacturing,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Pharmaceuticals,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Real estate/ Facility Management,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Retail and E-comm,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Healthcare,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Logistics,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Manufacturing,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Pharmaceuticals,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Real estate/ Facility Management,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Retail and E-comm,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Healthcare,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Logistics,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Manufacturing,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Pharmaceuticals,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Real estate/ Facility Management,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Retail and E-comm,WAPL-MC-E0662
Engagement Manager,Operations Transformation, Supply Chain Optimization -  Inventory Tracking & Management,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Finance Transformation, Business Process Re-engineering,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,BFSI,WAPL-MC-E0662
Engagement Manager,Managed Services, Payroll Compliance Management,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Managed Services, Accounting policy drafting,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Managed Services, Review of day to day transaction entry,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Managed Services," Monthly reporting to local mgmt., head office",Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Managed Services, IFRS and/or US GAAP,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Office of CFO, Participation in growth strategy/ Business Partnering Role,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Others,WAPL-MC-E0662
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,BFSI,WAPL-MC-E0655
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,Healthcare,WAPL-MC-E0655
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,IT/ITES,WAPL-MC-E0655
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,Real estate/ Facility Management,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,BFSI,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,Healthcare,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,IT/ITES,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,Real estate/ Facility Management,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,BFSI,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,Healthcare,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,IT/ITES,WAPL-MC-E0655
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,Real estate/ Facility Management,WAPL-MC-E0655
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Intermediate,BFSI,WAPL-MC-E0655
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Intermediate,Healthcare,WAPL-MC-E0655
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Intermediate,IT/ITES,WAPL-MC-E0655
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Intermediate,Real estate/ Facility Management,WAPL-MC-E0655
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Intermediate,EPC Industry,WAPL-MC-E0629
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Intermediate,EPC Industry,WAPL-MC-E0629
Engagement Manager,Digital Transformation, Workflow Automation - Power Automate,Intermediate,EPC Industry,WAPL-MC-E0629
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Intermediate,IT/ITES,WAPL-MC-E0659
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Intermediate,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Intermediate,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Intermediate,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Intermediate,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Intermediate,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Intermediate,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Intermediate,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Intermediate,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Intermediate,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Intermediate,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Intermediate,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Intermediate,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Tech stack blueprint,Intermediate,IT/ITES,WAPL-MC-C0182
Engagement Manager,Digital Transformation, Tech stack blueprint,Intermediate,Manufacturing - Textiles,WAPL-MC-C0182
Engagement Manager,Digital Transformation, Tech stack blueprint,Intermediate,Retail and E-comm,WAPL-MC-C0182
Engagement Manager,Digital Transformation, Tech stack blueprint,Intermediate,Others,WAPL-MC-C0182
Engagement Manager,Digital Transformation, Workflow Automation - Power Automate,Intermediate,IT/ITES,WAPL-MC-C0182
Engagement Manager,Digital Transformation, Workflow Automation - Power Automate,Intermediate,Manufacturing - Textiles,WAPL-MC-C0182
